"","GSM782710_CEBPD","GSM782711_CEBPZ","GSM782714_ETS1","GSM782715_FOXM1","GSM782716_FOXO3","GSM782720_HSF2","GSM782724_MITF","GSM782732_RELA","GSM782737_SP1","GSM782738_SP100","GSM782739_STAT1","GSM782740_STAT3","GSM782741_STAT6","GSM782743_TP53","GSM782744_UNTREATED","GSM782745_UNTREATED"
"ABCA11P",-1.97172203402984,-0.297240871730834,0.414713797054122,1.70450399226688,-1.10669871689118,-1.92250657380038,-0.189653671837908,0.168001351887293,0.275497081549763,1.00999675074347,0.468543696736036,-0.156150909058287,-0.712202975468288,0.670094313595315,0.645970134905041,-0.645970134905041
"ABCA3",0.724497559938488,-1.162814715687,-0.341646284202163,-1.10078468254028,0.852275798306302,0.513071042924133,-0.450284187289679,1.01232028085643,0.393956234644816,1.51756033475928,1.22749994283746,-2.15870747271401,0.495691575660743,1.0505474627796,-0.0918050108981132,0.0918050108981132
"ABCA7",0.314351861788181,-0.791134116642861,0.531020950902697,-0.186517834562301,-2.04893391675922,-2.66774095367287,-1.5342723553582,-0.249888862639663,0.543391797647651,-0.848647303864059,-0.290473506511395,0.0524288981769921,-0.0282838318302331,-2.13846777302532,0.0573915245217932,-0.0573915245217933
"ABCB1",1.60196294104676,-0.487215405003291,-1.55669671338522,-0.611679783976877,0.737491967263707,-1.2692606754089,-0.144708122349337,1.54320835710412,-1.36239833969821,-0.585654835175335,1.16787454164072,-0.915227829040734,-0.681010698559338,0.0113949096706206,0.438148804437344,-0.438148804437344
"ABCB8",0.0601772351860533,-0.0116303566401979,-1.54704681635016,0.0555879731938618,-1.31619176095478,1.13438454860718,-0.252390150603391,0.61690783267654,-1.54578633233631,-1.81999647531606,-1.59695237780313,-2.0410152116016,0.57086167289417,-0.169450156747789,-0.337355015943824,0.337355015943824
"ABCC1",-1.31614181117965,-1.58838101202345,-0.241133774405686,-0.00346221002421393,0.798614789439638,0.421435956000719,1.1208179973133,-1.41004239984667,-2.47533539381426,-1.16717108362381,-1.8685457203042,-0.76581492443796,-0.720387492146194,-0.442675341014367,0.295349391162836,-0.295349391162836
"ABCC11",-0.639354492901153,-2.16451164750276,0.726227101435372,-2.12115228297783,-1.67244462446361,-0.644802294834084,-1.11969801163839,-0.932122533247801,-0.919427773941064,-1.67417327727512,-3.27367689200255,-1.84415648291581,-0.836820291270602,-0.796646766843392,-0.498598116806651,0.498598116806651
"ABCC3",0.54016191210174,0.686692428348015,-1.57244715608765,-0.0879932241445204,0.235697824621713,0.473363898977779,-2.14152000126811,-0.167138488339427,-2.7149342930254,0.228133391704256,0.0820807663450697,-0.441448762686956,0.524064192655983,-0.180608783822659,-0.32922847890508,0.32922847890508
"ABCD1",0.28064472323673,-0.740088901110928,0.272634956513145,0.413869535863485,-0.78056574365658,0.665953143388857,0.44752731021328,-0.19685627747275,0.460020548487649,-1.01555631392964,0.173757036393879,0.179895162605974,0.65516101935832,-3.20948053410924,-0.761077955633392,0.761077955633392
"ABHD2",1.50177002770745,0.18555080216738,0.0864423294619481,-1.37320724806897,0.563721145517346,-0.507099482892583,0.533794138684613,-0.176679456934485,2.94370260612749,-0.2657429219798,-0.713479290255051,1.11432900815878,0.669455186662024,-0.0919233393537708,-0.340410018623143,0.340410018623143
"ABHD3",1.19422945935302,-1.09720368014162,-0.449613114163161,0.810146071639692,0.838597354942657,0.321387272226715,-2.24105373217609,0.577302488433519,-1.4895285223402,1.31498382012048,0.170094014153779,-0.02592702895895,1.02326089428132,0.702354508581772,-0.0268869768671847,0.0268869768671847
"ACACB",-0.769922054908687,-1.1851810719534,-2.0607821802119,-0.718285948150121,-2.58515189500674,-0.414479719203796,-0.587062750109323,-1.37147922417417,1.16884081401934,0.256254067340623,0.374269677502372,-0.722428857489561,-0.683755142865962,-1.15722485602583,1.02283531879491,-1.02283531879491
"ACAN",-1.00180419318842,-2.10484705582,-1.6035524147655,-3.13963377982365,-0.797341618034389,-0.771873342500386,-0.622041319773264,-2.00018238580208,-1.25556815416579,-3.31794551783099,-2.37644725242159,-1.28505479277304,-2.00126185090441,-1.6962081122076,0.580170555980024,-0.580170555980024
"ACAP2",0.0665979413331534,0.354324227210796,0.0427147987450571,1.03357052424173,-0.931803136649143,-1.36265943475646,0.312362139680494,1.41860197190762,1.49788075636017,1.17689364485382,-0.158747258137342,2.75556446044986,0.708311862581728,-0.0944913488013187,-0.238124873660607,0.238124873660607
"ACBD6",-0.769668385316374,0.72820943414237,-0.713102565001035,-0.206755398114931,-0.00459848983338835,-1.27316636179804,-2.67859261156452,0.814065977796025,-1.37972808852118,0.866937352504878,1.19126363776861,-0.30787531834682,0.464681721228795,-0.374263535136231,-0.292979983346393,0.292979983346393
"ACHE",-0.638354485937824,1.24214701820669,-1.22283154755384,-0.459415078839684,-0.706818058085861,0.430504166556447,-0.86795355340171,-0.25033039200548,-0.946446676201824,0.521771388836547,-0.039656953046157,-2.6796738565441,-0.973288049217939,-2.16331532177478,-0.571825339061318,0.571825339061318
"ACIN1",-0.316933884390263,-0.394417491651506,-1.9811330458184,-0.0283186403403567,-2.78279111810919,-1.20703433701376,0.00671696374383091,-0.791124414755188,0.404283999174217,-1.19857500531778,1.03083128481139,0.530107841816746,-0.694991020928777,-1.64290293524644,0.039117694837546,-0.039117694837546
"ACOT7",0.971196778733389,0.255705230533331,1.24909482536485,0.665427991941578,0.570083930164907,-0.455170029249603,-0.498479941048994,-2.33861913258089,1.28314697020682,0.478934375371417,0.824695160662039,0.804103744809564,0.509798713817543,-1.54451904951435,-0.431281138938816,0.431281138938816
"ACOT8",-1.15476735932482,0.692700430036403,1.80949428311148,0.236545408273171,0.893433171884312,0.204084968948407,1.1296342239734,0.666830309924409,1.28339717676569,2.66265171895838,2.35079292991138,0.586562167930646,1.81525902822021,-0.112170478160118,-0.155692746849753,0.155692746849753
"ACP5",0.0149842302265958,0.929947329021814,0.912285954461599,1.20844769780118,3.73886473361258,1.52486810441898,2.11695460745327,1.03291474928028,0.821872439630607,1.58090997418297,2.24074349088706,2.14910640334359,1.7389328018518,0.738914742886632,0.507394352481743,-0.507394352481743
"ACSBG2",1.44193445096726,1.05153464219758,-0.914857203625455,-0.193732115104821,-0.384177173433973,0.349456024963343,-1.16851206833851,-0.616794349945208,-0.0521020261499628,0.33849264442652,-1.70563828373484,2.18946017933539,0.977113634072312,0.612173692627614,-0.058073359621419,0.058073359621419
"ACTA1",0.144282598954367,-0.275056395063159,-1.65071758935653,0.548810654609289,-0.365946324996092,0.951989621213392,-1.49497509934308,-0.548705878769312,-1.95707853629548,0.450716250735485,-0.0310400406095933,-2.48862193548659,0.215539523689204,-1.33873254375679,0.19521001803689,-0.19521001803689
"ACTA2",-0.666168499883029,0.937671528829103,-0.548830565619289,0.199613209854528,0.0097187094468766,0.517646612793917,-0.00132121105816126,-0.654922175002678,-2.05812501989273,1.68252746426515,0.202324444295879,-1.25931551298494,-0.822982380160549,-2.13611108494519,0.115332952458281,-0.115332952458281
"ACTB",0.557014637245545,-0.829318303809569,-1.80820665177528,-0.954739223352197,0.548558504620688,1.33408830721954,-0.0928087930555495,-0.591285992774082,1.18630749377576,-1.93804983264927,0.132253132082962,1.2669991935998,0.0907457972551415,0.509781393228342,-0.417906775090279,0.417906775090279
"ACTC1",-1.41072727666346,-1.28464207782246,0.865438776830978,-1.42523038767574,-1.50100830871927,1.2184569244922,0.578231475048398,-1.41489471733534,1.23354757357034,-1.05157041562121,-1.25284188604668,-0.0456649499555548,-0.284498552740166,0.0718944603184398,0.355819719019492,-0.355819719019492
"ACTR1A",-0.290310105809323,-1.13758703900598,-0.685036962452901,-1.10026167925883,-0.254424530942154,-0.971915207813228,0.0277996266914841,-1.84075347114394,1.77341663362395,-0.423540903907873,-0.671278528196412,1.60621822876283,-0.223117387989097,-1.72776264781296,-0.413948557390612,0.413948557390612
"ACTR3C",2.22971979460711,1.53655902158827,0.364196480845495,0.777452559359428,-0.456486546172294,-1.25351382562793,-0.705998800875448,0.127317230429724,0.785683053427804,-0.163583001376731,0.950062689278067,-1.03872618980047,0.206800331513549,-1.34820810606726,0.448726121214206,-0.448726121214206
"ACTR6",-0.771855557738464,-1.61781526393133,-0.227811091789666,-0.151731091577142,-0.573250111576697,-2.25171901643585,-1.35143236315378,1.2896656132917,-0.12380241263907,0.137522140550646,-0.296954052534628,0.790906079658597,0.974515280083414,-1.8401457760828,-0.01010673421309,0.01010673421309
"ADA",-1.17931600709125,-0.999161107839622,-0.231447272449272,-0.33147621674721,-2.10483212635884,-2.79799884551051,-0.303893206248385,-0.543074179677771,-2.005086392688,0.399004326825563,-0.435812232763677,-0.907624961291545,-0.62485999121292,-2.72299294214563,0.485532187586637,-0.485532187586637
"ADAM17",0.403063316665089,-1.42888289268543,0.707753798667959,1.24187836125341,0.548921679697926,0.513413199707391,-2.85642599135618,-0.228286887315403,-0.472573091054397,-0.205772039826127,0.798068688200429,0.705724287682018,0.22451318697581,0.715492609292515,0.143694825836282,-0.143694825836281
"ADAMTS13",-0.728586567123898,-2.59816198140182,-2.054242675035,-1.58429105748526,-1.45820313901153,0.904867510795498,-0.382464212020211,-1.20288484407916,-0.146113506513819,-0.90940071307298,-0.794711083295273,-2.40926591912378,-0.484488160643493,-0.671084440200455,0.909956984829007,-0.909956984829007
"ADAR",-0.793961302439289,-0.822398300412233,-0.0763053906941412,0.155933340658359,0.839015722271538,1.88707718106189,1.79286322340295,-0.675487885933809,1.34835456595024,1.07037576226525,1.32231000719577,1.10381522056074,0.131200519095721,-1.30535435217262,-0.392918284915395,0.392918284915395
"ADGRB1",-2.09558577872354,-1.61543239335175,-2.67897633971016,-1.99890369926314,-3.41981808292903,-0.0351418698217349,-1.15911417783429,-2.16146396677275,-1.70948545457191,-2.19013569584188,-1.88591478854704,-1.21636421391702,-1.9822024674866,-2.774741613779,0.132053109418271,-0.132053109418271
"ADGRB2",-0.00747130260618396,-1.29981697060416,-1.04428165627468,0.279707744868276,-2.20116405514964,-3.2697449555691,-1.3869257056234,-0.173407447291914,-1.45629086553695,-0.733315798571594,-1.33128094963068,-0.963624921966173,0.0212261684348733,-2.04715264179814,0.410725281433077,-0.410725281433077
"ADGRE5",-0.235981670504096,-0.536106874748234,0.0511642937858806,1.67957100739646,1.92183167250256,1.49876410282665,1.33343882112136,-0.14849150172098,0.647975359167424,0.579994919742115,-0.767242604947977,1.76699880757211,-0.389717093700926,1.13390892109747,1.17105001297953,-1.17105001297953
"ADGRL2",-0.375892896855308,-1.09986862119199,-0.357238099986437,2.1667596935451,1.76285871412199,-0.164916645756151,1.60027377867235,0.262791984585605,-0.0738641701683414,0.815272404729898,-1.66246808877109,0.579804493391194,0.562939481443098,0.119377933080311,0.121532940566208,-0.121532940566208
"ADH4",-0.751844902912035,-0.221611412783249,-1.69702885195788,-0.149454495305564,-0.31515340356396,0.174947920068212,-1.91230580345892,-0.0659759581595074,-1.5862159751378,-0.611147786982322,0.410704461333979,-2.72700228740295,0.104657648053714,1.14066242441966,0.217661937512639,-0.217661937512639
"ADH6",-1.34188509577072,-2.76419052462299,-1.30547951431786,-2.34019668226702,-1.03104292136928,-0.350974141292913,-1.31688679468168,-1.70800168745671,-0.0264801376775724,-3.55578030610385,-1.50771917061082,-0.791839089216438,-0.890039573189061,-1.46565497376322,-0.166620709737581,0.166620709737581
"ADIPOQ",-0.660318453313386,-1.52726514488307,0.462110109737934,-0.100170098996643,-0.842629974502695,-1.31859780488341,-1.15077166860163,-2.53034064930382,-0.231902456149023,-1.64104212023417,-2.37405259973175,-1.19541962406415,-2.31494510691626,0.349108800146708,0.610427660362978,-0.610427660362978
"ADRA1A",-0.857432557474293,0.620259221573004,-0.716241820681097,-1.0074100672139,-0.997110492044791,2.11603309599673,-0.921470240842519,-0.578193288494434,-0.774758660336743,0.672319332469456,-0.783779034458241,-1.20717891049389,-1.10417234260974,1.45769161129562,-0.367553211956772,0.367553211956772
"ADRA2B",0.85206469953541,-1.98223644288394,-1.35411234999448,0.756276216052915,-1.68924556727584,1.15684554484474,0.00256644244371855,0.92754974531201,0.525987687279844,0.710303845580713,0.0586922108016457,0.65398821606655,-0.228173867174153,1.34229358459972,-0.0650385733694412,0.0650385733694412
"ADRB3",1.26009654255602,-0.137068761063145,-0.475865709366374,2.18238058392574,-0.888853845699785,2.5180438481197,-0.187274669231966,-0.109739629183652,0.295199321066767,0.163060504846599,-0.0985876009811698,-0.998952728564755,0.92876645215297,0.902443038813859,-0.331204884781628,0.331204884781628
"AFP",-0.36214410896917,-0.481234527570047,-1.41074420903864,0.393576107815515,-2.66253798933749,-2.05480626733017,-0.255020504103444,-0.044478390018384,-1.79129137988701,-1.43097778020663,-0.464343129060702,-1.31270412622634,0.776553302243511,-2.01376150082736,-0.0660881149093494,0.0660881149093494
"AGER",-1.21639946066807,-1.13075660807522,-0.701496517825825,-1.17333057666702,-2.30236263359765,1.1412536043508,-0.012262002327321,-0.339274753846266,-1.2249713713058,-0.579961616141024,-1.29477278946184,-1.80596948394674,-1.27880874346111,-2.9447668618588,0.436420079281977,-0.436420079281977
"AGFG2",0.936220182780092,-1.59512278163677,-1.84647432918682,-1.98452611595436,-1.66311812775695,0.557465758419566,-1.11359058582543,-1.77584802596922,-1.62651281152391,-1.11014123804385,-1.61479772599013,-1.882303923751,-0.0750168654570168,-2.16569013174011,0.080072731167435,-0.080072731167435
"AGPAT1",-0.775232926738923,-1.66919031521144,0.930600592861916,0.455727168923232,-0.244805015732637,-0.593732170961627,1.35693339623224,-0.744875870339402,1.45874515947115,-1.23353443883399,-0.352684294106135,0.965410642128125,0.0538225634211371,-1.65907369159652,-0.515910273828869,0.515910273828869
"AGT",0.513501333641797,-0.418974250403486,-1.79331034578411,-2.3848738189705,-2.46870650540932,-1.58003372970795,-1.03853455514571,-1.04122401165865,-1.86008333994607,-0.123414943092232,-1.26759139985534,-2.71524123005056,-0.246588387122576,-1.2076864503986,0.425345786243054,-0.425345786243055
"AGTR1",2.69917168944584,0.349609006410751,3.03447799410428,1.06818710264291,1.15004246367094,0.649689359965065,1.97756176989926,-0.416683327017684,1.63888365274625,0.241956231224349,-0.152289854591332,0.626397639184351,0.808215632249733,1.18104641417354,0.0112611751036628,-0.0112611751036628
"AHCYL1",-1.57489130860679,-1.09682421624155,-0.297851396848757,0.961169802133358,-2.44335089966187,-2.70552390129396,-0.774224162947565,-1.30780211806777,-0.68768396463557,-1.56340600940785,-0.160630401430983,-0.882629463550547,-1.72000928659715,-2.12410536804841,0.37198314289952,-0.37198314289952
"AHR",0.345881591895719,1.32936527028536,-0.891388297909448,0.859363400048135,-0.912425237222581,-1.93691371989875,1.31640237098172,0.650942716482821,1.06745869599535,0.457362982279453,-0.665320591387563,-0.414304559457532,-0.122549076017142,1.49028435424429,0.726122717484543,-0.726122717484543
"AIFM2",0.965948474682771,1.40667799969986,0.929873957706284,0.699942534176295,2.93746921079426,2.12999400210229,0.78435806998214,0.621700970056357,-0.299981533530301,0.570653188720966,1.76475746189712,0.762032805718893,2.99354374321743,1.70057531854692,-0.624248861008842,0.624248861008842
"AIM2",1.28302015546921,0.591614958461867,2.3527964402965,0.359518673007976,-0.311318479219076,-0.581666273430119,1.66411456294752,-0.180920754517449,1.50851630006746,0.703743558268131,-0.0863726785664031,-1.14183289139033,-0.30930781129533,-1.14350705078727,0.0303870605111214,-0.0303870605111214
"AK2",1.70507671923364,1.25218483124745,1.63027763915965,-1.27145989112868,0.793887304028073,1.37531043377203,2.39875205939435,1.40302763413624,2.31528787497013,1.20734510865762,1.53754543467709,1.79489071020773,1.34112369190175,0.00100207906271729,-0.67444631628993,0.67444631628993
"AKAP8",0.57477933923494,-0.363823448976772,1.70065624981975,0.986716207964792,3.27338189575062,1.96836600820421,0.337095963712523,1.45206207260309,2.01704694205926,1.88778229447236,1.96579959531319,1.34546414898728,1.26269096236104,1.97373721092737,-0.716392657681464,0.716392657681464
"AKAP8L",-0.282606383354717,0.17459897046291,-2.02939947582878,-2.15216513755699,-0.229586352627461,1.49490414367997,-0.496691640680521,-0.305725617117761,0.151207602704028,1.65344240455552,-0.27972379658229,-0.705405960792177,0.543072893890069,-0.444825542390736,-0.328050283525376,0.328050283525376
"AKT1",-0.807165368494071,-2.36496691098931,-1.19165697537153,-0.0819436526148051,-1.34893077082296,-0.920984290115709,-0.719197326658788,-1.78040660837639,1.94214001947836,-1.24494031811371,-1.18431651729626,-0.030315335469698,-1.57241513143865,-1.2825831465686,-0.130435991425975,0.130435991425976
"AKT1S1",0.347157105720463,-0.143099754089091,1.54105829880267,-2.07738395483744,-0.0403128426035208,0.222560260791534,1.87453867292545,0.995791491694983,1.64927479804135,-0.231338076158583,0.0238708528689421,1.49375266459817,1.2696711127404,0.519711569853871,-0.307242100408745,0.307242100408745
"AKTIP",-0.127654052641697,0.0129358465374364,0.0279006236346437,1.12232935250084,-0.986061725382611,-0.22377754042839,-0.0214428849884976,0.665965651558625,2.92103497783589,0.906915705930316,1.40906073174119,0.0119733641631425,-0.127923492462787,-1.41081296637486,-0.0294408093901335,0.0294408093901335
"ALDH1A3",-1.25617147520651,-2.27778944200354,-1.81244910537971,-1.22702140553909,-3.49360658992038,-1.53109881773394,-1.27491328050904,-2.00092504146185,-0.888332837321968,-1.14009291032712,-2.17872205327155,-1.03814763993606,-2.07306598425125,-3.37166078346541,0.514852354022634,-0.514852354022634
"ALDOA",-0.0903327714710645,0.658464532567621,1.94498029159086,-0.143401796045529,-0.00625347077134501,-0.254520614072461,1.94546916188221,-0.0517268571083282,1.86409865281296,-0.124972597902738,0.390700091838668,1.89695422629574,1.81953127903442,-0.875919596390221,-0.554600255256274,0.554600255256274
"ALK",0.44572924409718,-0.606280328672631,0.170423834715629,-0.813533041140591,-1.03642898018728,-0.196000935957927,-0.0834751171991727,-2.53756695414598,-0.681275372847903,-1.41382449628231,-2.28968416491343,0.301247109869852,-2.48945879772125,-1.22539068038016,-0.438676253540883,0.438676253540883
"ALKBH6",0.313624201366324,0.725120159987032,1.26613539704341,-0.852854434100216,-0.502176267577667,-0.103084530044014,0.68593778398807,0.566292172550556,1.98183299384759,1.40380341870796,1.24140283807163,0.896318811880908,1.87775240277722,-1.70699020428551,0.228694025199961,-0.228694025199961
"ALKBH7",-0.894956394270872,0.603142678124385,-1.05888798713942,-0.0723079641274193,-1.74444901792298,0.0131728946245676,-0.129959649980629,0.347075415350576,1.34371351094081,2.101934665942,0.773014524418052,-0.40589894450131,0.681302875721452,-1.30811110195878,0.430530122961385,-0.430530122961385
"ALOX12",-0.809248832771303,-0.0237359405127943,1.86460163969517,-0.612664074337793,-0.473467958036611,-2.0968111375111,0.582076317488286,-0.329990682046636,1.81285927080192,-0.0312079265985684,-0.562984817506093,0.856291598670909,-0.848969568193243,-0.689072891576684,-0.0581626137743326,0.0581626137743326
"ALOX15",0.760408864625459,0.892829769662325,0.262217102826706,-0.687378359129182,0.451666806815001,-0.761133891751385,1.27218387648308,1.40775158762712,-0.881721720387775,2.10100692944054,1.37737013982654,-1.15903093483607,0.702660746696466,-1.00216151976628,0.293147100520388,-0.293147100520388
"ALOX15B",-0.267748086426897,-0.505185812859718,-3.30660903825428,-0.641937430789412,0.678024597598023,-1.72376270844447,-1.81590397715798,-0.849103123372546,-1.30718211086047,-1.39508425067592,-1.60719925749949,-1.95192769469059,-0.189554922288206,-0.272569880373453,-0.194301792965181,0.194301792965181
"ALOX5",-0.805221031633451,-0.636984770906635,-1.07512729902385,-1.35785875012071,0.356449173907183,2.62394656142629,-0.844601768751678,-0.941323324470501,-0.797453528154624,-0.168982612876768,-1.38814007492446,-0.568367302507593,-1.24873693511047,0.56747981911443,0.061332902624591,-0.0613329026245911
"ALOX5AP",-0.331729230818048,-2.15195867900255,-1.7055387248929,-1.67074556723013,-0.54576739157648,0.600357938024025,-0.987689337830201,-1.28329861906914,-2.49872047258862,-0.567232073630816,-1.45903585483751,-1.94517348926539,-0.120151687564743,-2.56844483347191,-0.614212717667465,0.614212717667465
"ALPK2",1.14329770590426,-0.0614049841648972,-1.03961211898674,1.76123129818288,-0.0612087817173439,0.47121705953974,-1.69370264446222,0.807540024989285,-0.812474740468982,0.0191208015081342,1.21084327436409,-1.63700885201937,-0.104915318817482,0.3985562588302,0.629932025154193,-0.629932025154193
"ANAPC15",-1.09546878065522,0.154323381760879,0.782787594731923,-0.951339620793263,1.05672209231181,-0.0751358645650874,1.67631766601411,0.942449677528149,1.40652864914626,1.08075408991805,2.17470144078745,1.86835701752712,0.17720885404096,1.5376035917493,-0.663063372732854,0.663063372732854
"ANAPC4",1.58734372684829,0.449245747014583,1.47879170497137,2.1174737847334,0.684874706855785,-2.03497088050101,0.618402979728494,1.4015584179302,1.00929185213249,1.56705280153713,0.00902089593834358,0.974647585272691,-0.266689275870475,1.06576508803953,0.249362777087375,-0.249362777087375
"ANAPC5",1.28847130504917,-0.0637833858054638,1.9111582181886,-0.84358823538748,1.3361266439494,1.46586553177189,2.72190598868977,0.779133845999659,1.70186820925919,-1.01449716278333,1.12093031825522,0.522266625800975,0.740213830678545,1.03313180000466,0.124628084755401,-0.124628084755401
"ANGPT2",1.93287902518796,-0.0296205761004804,-0.441221121049484,-0.329647588874249,-1.98548276936653,0.226738783555681,0.546074783012517,-1.33186068500636,0.760460021856541,1.07407897763494,0.123865120612042,1.2964373155322,1.34442156742028,-0.278422633981575,-0.234427493148232,0.234427493148232
"ANGPTL7",0.518754833845829,-1.0727975398591,-0.77062890743497,0.274701292989834,-0.467287928180929,-0.730671394706886,-2.70739886024147,-0.441538502429355,-0.613205230751633,0.273667373577244,0.895638088051332,-2.3687140422288,-0.499423395469533,-1.44478176303823,-0.578632955061386,0.578632955061386
"ANKHD1",0.932860134389322,0.00910219631343733,1.42378119194896,3.51165534135706,-0.764920668059416,0.0039574466355586,0.867038535389448,0.77144360232902,0.533379190762517,1.11988934606843,0.513207083681874,1.78048606811908,-0.00173096586340262,0.02091705056403,0.158180897916912,-0.158180897916912
"ANKRD12",0.43245636456626,2.12336942250159,0.601729946114863,2.16416356724779,0.588235639535337,-0.884346496443142,0.136482176695273,2.30762967300733,1.75046232754283,2.40594045581933,1.62026604447683,0.540547753893722,0.822825156601518,1.67803041657447,0.228627724014319,-0.228627724014319
"ANKRD16",0.320408220155961,-0.398472813110685,0.496192773388577,1.43395944738524,2.49700179412136,-1.09718749121003,0.192198974000776,0.736085989659639,1.53480065463626,1.25195759854373,2.1239084549568,0.269692921910791,-0.355644843431797,1.72571140482589,-0.0438339841716891,0.0438339841716891
"ANKRD39",-0.54768167827913,-1.76412456423869,0.477174209544183,-0.178236515305033,2.43383930484784,1.20365822106789,-0.0996441863863076,-0.46406526379609,-0.585503365702994,0.146170754678619,0.317657628166745,-0.307335720676538,-0.0951050007974155,1.59623329349465,-0.670302725353737,0.670302725353737
"ANKRD45",1.47424997044804,0.970609354876521,0.304434287733623,2.60355574934439,0.305259541957703,-1.62865827397843,-0.0667878440091054,0.803095287410336,0.249786020244925,1.21400859670847,1.19888123682037,-1.02193945975933,-0.280107858860728,0.497923311769098,0.0908462613136591,-0.0908462613136591
